gene_names,bl41,C8166,CEM A 301,CEM SS,CEM X 174,DAUDI,HSB2,HT1080,IMR90,JURKAT E6.1,Jurkat tag,MT4,RAJI,RAMOS,WI38
LINC00951,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PHKG1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNCPOIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL6P4,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
RPS10P10,6,2,0,5,0,0,0,0,1,1,0,1,8,2,0
SLC39A12-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL17P6,3517,2276,92,2374,567,2811,1988,1225,1972,2260,3315,3326,2598,2493,1721
EIF3LP3,6,3,0,5,0,2,1,0,1,17,2,3,7,3,11
LOC124907763,0,0,0,0,0,0,0,0,7,0,0,0,1,0,22
HHLA3-AS1,4,0,0,2,0,1,0,0,0,7,0,3,0,0,1
LINC00937,2,0,0,0,0,15,3,0,8,13,4,13,0,0,10
RPS28P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC101927769,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02097,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10
SEPTIN7P3,4,3,0,4,0,8,159,1,13,4,11,2,4,5,9
RPL36AP54,5,0,0,5,1,6,5,3,1,14,1,7,1,8,1
FCF1P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB4P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTND3P1,0,0,0,1,0,0,0,0,0,1,4,0,0,0,3
DDC-AS1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FTCDNL1,50,0,0,15,1,21,0,11,2,93,50,21,0,5,6
LINC01907,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1
PSMC1P12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RPL26P9,2,0,0,0,0,4,2,0,8,8,0,4,1,11,8
RPS3AP46,0,0,0,0,0,0,0,0,0,19,2,0,0,1,6
BAIAP2-DT,5,9,0,16,0,1,177,145,673,320,129,5,1,4,449
LINC02654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS27AP3,14,0,0,1,2,18,4,0,0,11,12,1,3,18,3
KRT16P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHP1P3,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1
RPL23AP76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR52E3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01375,13,0,0,0,0,17,0,0,0,0,0,1,3,1,1
FGFR3P6,0,2,0,0,0,0,1,0,0,4,0,0,0,1,0
AP4B1-AS1,221,105,3,137,29,235,203,60,126,268,260,108,271,165,117
LOC100421009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105378933,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TEX22,123,7,1,23,10,143,43,6,21,106,25,83,39,48,23
LOC100129215,240,20,1,76,7,60,35,9,13,159,31,44,45,124,29
TRIM64FP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01733,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WASH8P,14,6,0,28,0,9,28,26,31,17,17,14,29,11,12
RPS12P5,0,0,0,0,1,0,0,1,14,0,0,0,0,0,64
RPL19P1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL26P19,401,562,26,774,325,390,425,499,321,419,703,641,944,166,277
H2BP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSPY16P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPIPB14P,0,0,0,0,0,0,0,0,1,4,0,0,1,0,3
KRT18P24,0,1,0,0,0,0,4,0,2,4,0,0,1,0,1
LEMD1-AS1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
GAS1RR,0,0,0,1,0,0,0,0,5,5,0,6,0,0,8
LINC00381,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LOC100128601,0,0,0,4,0,0,2,1,0,9,2,0,0,0,0
ZNF32-AS1,0,44,0,61,8,0,70,8,132,192,196,11,0,0,64
KRT18P36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105378044,0,0,0,0,0,0,0,26,3,0,0,10,0,0,19
LINC00408,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LINC02608,1,0,0,5,0,1,1,0,0,12,4,0,1,0,0
PTP4A1P3,32,0,0,0,0,52,1,0,7,0,2,4,48,35,11
UBE2V2P1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRM7-AS3,0,0,0,1,1,85,0,11,3,0,0,0,2,1,0
PHKBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAZ2B,15,10,1,31,4,16,34,3,30,148,93,28,29,23,38
ARHGAP26-AS1,1,1,0,4,0,5,7,1,0,12,6,22,7,14,2
RPL12P10,2,0,0,0,2,1,0,0,11,1,0,3,1,0,4
LOC100129144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM191A,13,39,0,15,1,2,31,8,33,22,31,59,17,10,13
OR52I2,5,0,0,2,1,0,0,0,1,12,0,2,0,4,1
CDCA4P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RPL17P14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
RAD23BP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC101929073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPY6R,11,1,0,3,6,28,11,8,1,49,12,0,9,4,2
HNRNPDLP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMARCE1P2,0,1,0,0,0,0,0,0,0,1,0,0,9,1,13
CFLAR-AS1,89,283,0,25,52,77,450,40,282,228,139,347,284,93,472
MTCYBP12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZKSCAN8P1,21,37,0,17,4,44,33,15,31,95,20,16,38,7,32
LINC00351,0,0,0,5,0,0,0,0,0,4,1,0,4,0,0
RPS3AP38,15,6,0,20,3,22,27,19,55,47,5,20,21,22,165
LINC01811,6,0,0,10,0,10,0,0,0,1,0,0,1,0,0
CROCC2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,5
RPSAP49,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
NUP50-DT,102,12,1,71,6,131,100,42,170,281,115,75,100,76,102
RPL23AP28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPS16P3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
TMEM252-DT,16,0,0,0,0,1,0,0,0,0,0,0,2,8,0
MTCYBP39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CST12P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VN2R10P,0,0,0,1,0,0,0,0,0,3,1,1,2,1,0
LOC105376291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KRT8P38,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0
ACTG1P24,3,0,0,3,0,1,0,0,0,8,0,5,7,0,1
RPL10AP6,172,192,0,150,18,154,104,78,149,129,125,164,186,58,135
LINC02089,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ST7-AS2,163,79,4,93,28,133,0,12,135,56,43,1450,80,48,130
LINC00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCAF8L1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
LINC01345,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01876,0,0,2,82,7,0,0,0,4,0,36,0,0,1,1
PARD3-DT,0,0,0,1,0,0,0,3,4,0,1,0,0,0,2
SORCS3-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTATP6P21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNA20P,2,1,0,0,0,0,5,0,0,0,0,1,0,1,0
MRPS21P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02909,79,0,0,0,0,41,0,0,0,0,0,0,151,127,0
RBMX2P1,0,0,0,0,0,0,0,5,4,0,0,0,0,0,5
RPL23P11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102723341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8T1P,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
MTCYBP38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPL23-AS1,0,0,0,0,0,1,4,10,0,1,0,0,0,0,4
SLC16A1-AS1,28,2,0,4,1,18,12,1,4,42,16,40,23,24,21
SLC25A5P5,0,1,0,0,0,0,0,0,1,0,1,0,3,0,1
RPL15P13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP17L7,0,3,0,0,1,2,1,0,0,10,0,0,0,0,9
ANKRD18DP,0,0,0,0,0,0,40,0,0,100,2,53,7,2,0
H3P43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
RPS12P9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
NOTCH2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP51,0,0,0,1,0,8,0,0,0,0,0,0,0,1,0
CYP2D8P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRFN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL22P3,43,5,1,10,1,23,23,7,14,31,19,29,15,12,26
ADAM1B,7,0,0,10,7,15,2,1,3,40,8,16,13,2,7
LINC01748,0,0,0,1,0,0,0,0,1,1,6,0,0,0,0
TMEM185B,103,2,6,180,48,0,214,59,572,496,392,7,1,51,490
OR7H1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADIPOQ-AS1,2,0,0,1,0,2,0,1,0,1,0,0,3,1,0
LOC100420170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC101928627,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
RBM22P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01824,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RPL36AP17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8orf90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL26P27,14,1,0,8,0,16,6,1,4,9,1,12,7,0,30
LINC00323,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
LINC02549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP21,23,18,1,22,2,25,24,2,9,38,33,24,14,21,19
USF1P1,8,1,0,1,0,4,1,0,1,8,6,0,0,3,3
LOC101929551,6,0,0,0,0,9,0,0,0,0,1,0,0,0,0
LINC01918,0,0,0,0,0,0,14,0,0,6,7,6,0,1,0
UPK1A-AS1,1,0,0,0,0,2,0,6,2,0,10,2,0,0,1
FAM138B,0,0,0,0,0,0,1,0,5,3,1,3,0,0,14
RPS7P10,211,193,0,173,9,142,134,80,136,255,294,188,587,136,81
LOC101928107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTND1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTBD9-AS1,17,6,0,11,0,4,10,2,9,13,11,45,8,21,43
SUSD2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL36P10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
RPL7P22,1,5,0,6,4,1,2,0,1,2,9,3,9,0,22
RPL27P3,13,0,1,13,3,24,13,5,4,30,17,9,8,21,15
SSU72P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC646804,7,8,0,0,0,92,0,0,0,0,0,0,0,99,3
AGKP1,0,33,0,0,0,0,0,0,0,0,0,26,5,0,0
NPM1P49,3,0,0,0,0,2,8,0,0,2,0,0,0,0,0
CYP4F26P,0,4,0,0,0,0,0,7,23,4,1,86,0,0,23
LINC00606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL36P17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MTCYBP31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBE2V1P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBE2V1P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNWP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT47A9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OFD1P2Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR52M2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL21P110,6,0,0,4,0,3,2,0,1,2,4,1,4,6,1
LINC00343,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
RPL13AP16,2,7,0,2,0,1,2,0,3,4,2,11,3,0,10
RBM17P1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
NOP56P2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
SHANK2-AS1,0,0,0,0,0,9,0,0,3,0,1,0,0,0,62
LINC00974,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
SLC9A3P3,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0
PPIAP28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTG1P12,0,6,0,0,0,0,0,0,0,2,0,92,0,0,0
RPL7P37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLCG1-AS1,319,106,10,230,77,209,183,68,313,430,252,207,288,209,523
KIF4B,9,7,0,20,6,11,20,3,22,19,30,10,13,15,16
OR13Z1P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSPAN14-AS1,14,34,0,0,0,20,43,2,1,7,9,4,3,0,10
TRBV2,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0
CHMP1AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTND4P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSR1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100420647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01108,15,0,0,8,4,44,10,1,0,63,18,6,55,12,3
TEX41,77,0,0,18,0,15,0,0,4,0,0,0,6,0,10
LINC02679,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0
LOC124907913,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
CT47A12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01535,13,7,0,0,0,3,2,0,31,0,1,0,4,1,42
ENTPD1-AS1,203,489,1,220,393,169,57,18,126,119,271,1021,298,131,127
LOC102725191,0,1,0,2,0,0,0,1,0,0,6,0,4,0,0
LENG8-AS1,0,0,0,0,0,0,5,0,0,8,2,0,0,4,6
MTND4P25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDCBPP1,2,0,0,2,0,5,20,1,1,23,3,0,6,0,3
LOC101928525,56,91,4,123,48,66,68,64,92,156,161,85,219,70,119
FAM66C,4,0,1,2,0,2,11,2,76,98,9,19,5,6,162
LINC01709,73,1036,52,364,540,423,349,845,235,522,618,707,47,15,145
PTPRD-DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNRPGP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1DP2,72,8,0,11,0,8,94,5,14,43,4,194,2,1,18
LINC00424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PABPC1L2B-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM256P2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,8
RPL35AP30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100505985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNRPGP12,6,0,0,2,0,9,0,0,1,6,0,1,2,0,7
LINC02554,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
HSBP1L1,144,20,1,42,7,33,27,18,340,123,31,57,43,14,367
SMCR5,56,4,4,57,8,54,61,19,50,246,44,93,52,30,174
FSIP2-AS2,0,0,0,0,0,0,3,0,0,9,4,1,1,0,1
CUTALP,695,188,16,551,111,616,448,92,300,1972,920,860,783,182,430
MAGOH-DT,96,47,1,93,9,136,128,7,24,156,122,113,88,97,28
PP12613,0,0,0,0,0,0,0,0,10,0,0,441,1,1,16
DISC1-IT1,0,0,0,9,0,0,7,0,13,14,6,0,0,0,41
DAB1-AS1,1,0,0,0,0,0,1,0,0,31,6,1,0,0,0
TAS2R46,0,0,0,2,0,1,0,0,5,1,1,4,5,2,0
LINC02668,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SRRM5,100,127,9,272,40,173,333,49,301,436,404,139,266,92,188
RPSAP33,0,1,0,0,0,0,0,0,8,0,0,37,0,0,24
GAPDHP54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LINC03012,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
KRTAP3-4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM30A,17,0,0,0,0,0,125,0,0,26,6,0,173,62,0
PGAM4,37,58,0,51,2,48,69,32,77,60,92,63,136,23,88
LINC02611,0,0,0,2,1,0,33,0,0,470,228,4,2,1,1
C13orf42,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
MTND1P20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
CACTIN-AS1,150,90,6,320,34,126,209,69,321,232,325,117,250,104,193
RUVBL2P1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LCT-AS1,0,152,2,336,12,2,51,1,16,828,197,89,0,0,0
MROH5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01941,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LOC100130137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100996437,103,5,1,45,2,130,27,16,118,59,34,36,50,21,76
LINC02774,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0
LOC105375341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MED15P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100505774,1,0,0,2,0,0,4,0,2,3,6,2,2,0,4
ARHGAP29-AS1,0,20,0,0,0,0,0,2,1,0,0,0,0,0,1
RPL32P19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGB1P32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTND6P11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1GP3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LINC00348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRPS1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP17,6,5,0,3,0,2,4,0,3,7,1,7,1,1,1
THORLNC,18,0,1,5,0,2,0,0,18,24,15,11,0,7,0
DUTP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATE1-AS1,3,18,0,24,1,18,31,7,56,38,24,34,62,4,57
LHFPL3-AS1,0,0,0,0,1,0,0,0,0,97,11,0,1,0,1
CDY14P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERVMER34-1,10,1,0,10,2,2,2,1,3,5,11,0,1,2,6
RPLP1P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01359,12,1,0,5,0,0,12,12,1,22,0,3,3,21,13
CHCHD2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00354,13,0,0,11,0,0,0,0,0,0,2,0,8,0,0
TTTY4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2BP6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
BSN-DT,1,0,0,2,1,9,0,0,0,0,1,2,8,1,1
RPL19P4,0,1,0,0,0,1,1,3,0,1,0,0,0,0,0
LINC01276,4,4,1,3,2,1,1,0,0,6,0,1,1,0,0
RBMY2SP,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
LINC00454,0,0,0,0,0,0,1,0,3,0,0,0,1,1,3
IL1R1-AS1,0,0,0,0,0,0,0,1,25,0,0,0,1,0,137
PDZPH1P,1,0,0,0,2,0,0,1,0,0,0,2,0,1,1
CT47A11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00161,1,0,0,0,0,0,0,0,13,0,0,0,0,0,25
RBMY1J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG1L5P,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
RNF207-AS1,0,20,0,0,0,0,5,0,3,0,13,6,0,1,4
LOC100132762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCEP4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RPS4XP2,0,3,0,1,0,2,1,2,2,1,5,2,2,0,0
DANCR,1532,1207,33,1343,306,351,503,249,345,874,2005,131,912,620,252
NCKAP5-AS2,0,0,0,0,0,0,0,2,57,0,0,0,0,0,112
MTCO1P21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PRKCZ-DT,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MAGI2-AS2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,15
LTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENPCP1,5,1,0,5,0,2,34,3,1,31,11,13,6,14,4
LINC01692,0,2,0,0,0,0,0,0,2,0,0,0,3,0,2
RPL26P10,12,3,0,18,1,11,10,0,6,53,8,13,10,22,9
LINC01203,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0
LINC00658,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MTATP6P30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPD1P14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC124904542,21,5,0,34,1,12,22,9,24,248,24,9,10,45,55
LINC01247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR7E96P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR7E101P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR51A3P,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SLC8A1-AS1,0,0,0,9,1,61,0,6,436,23,6,0,3,3,500
RPS2P36,99,0,0,10,7,71,3,0,0,2,0,5,91,45,1
MTATP6P18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00511,0,51,0,1,8,1,18,257,99,21,18,0,23,0,217
ITGB2-AS1,4,32,0,34,6,3,162,16,0,237,55,21,675,0,1
LOC285453,0,0,0,0,0,4,1,0,7,0,0,0,2,1,3
LINC01682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC124904582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C14orf132,1,42,0,0,0,0,13,268,1476,450,339,0,0,0,2050
MUC12-AS1,0,0,0,22,2,0,4,0,78,39,1,13,0,0,44
RPL6P2,5,0,0,1,0,13,0,3,1,18,3,12,4,1,5
WDR46,0,0,0,0,0,4,45,0,2,2,0,1,5,0,0
LOC107985640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHX,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LINC00629,0,0,0,2,0,0,1,0,3,0,0,0,0,0,6
LOC117779438,0,4,0,0,0,2,2,0,0,8,2,94,4,1,0
FOCAD-AS1,2,2,0,1,0,4,1,0,9,2,2,1,16,3,3
LINC02798,0,0,0,0,0,4,2,2,1,0,0,1,3,2,2
SLC6A17-AS1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
LOC105373757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIGQP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARP1P1,3,2,0,1,0,1,1,0,0,3,3,2,0,0,1
IGHD1-14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CRIP1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LMCD1-AS1,48,1,0,0,0,1,0,0,22,12,1,34,1,13,11
LINC01630,0,0,0,0,0,2,0,1,0,0,2,0,0,1,0
HORMAD2-AS1,0,0,0,0,0,1,0,0,4,8,1,0,1,0,9
ZNF717,232,0,0,0,7,88,0,117,317,0,1,0,1,66,490
LOC105375050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTX2P2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
USP17L5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL21-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MTCO1P44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRR20D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR2T7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
LOC124902108,40,41,1,16,7,154,225,0,0,15,9,222,103,107,1
LOC644909,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
WDR11-DT,16,3,0,7,2,7,5,2,3,15,10,52,5,14,4
STSP1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PGBP,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1
LINC01688,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
VN1R28P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL21P31,0,0,0,4,0,4,1,0,2,16,1,1,3,0,3
MGAT3-AS1,23,0,0,0,0,25,3,0,0,2,3,0,36,64,3
TRGC2,1,5,1,35,0,1,2210,1,0,107,88,2,0,1,2
MIR663AHG,159,128,0,62,21,173,226,56,534,263,235,52,288,49,33
IGHD4-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST7-AS1,85,13,0,47,19,28,2,21,160,37,36,215,56,16,91
RBMY2JP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RPL31P12,0,1,0,0,0,0,1,0,4,0,0,0,1,0,0
WARS2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR35-DT,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3
H3P45,0,0,0,1,0,0,2,0,1,0,0,0,0,0,14
SPATA13-AS1,11,1,0,6,0,14,21,2,18,14,9,19,15,7,41
LOC124902280,167,1,0,13,3,120,186,1,46,143,31,20,47,89,49
MTND1P14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPANXB1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
TTC39DP,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LINC00845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LOC100422325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TRIM60P9Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105373951,17,7,0,7,1,8,7,3,27,44,29,38,8,16,45
SMIM2-AS1,8,0,0,9,0,4,1,4,4,3,2,0,2,5,1
LINC01985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GXYLT1P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100420050,1,0,0,1,0,0,0,1,17,9,1,0,0,0,22
KLLN,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
MYOCD-AS1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1
MTND6P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
